mod_pres_stu,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
FFF-2013J-333710,M,Ireland,A Level or Equivalent,50-60%,0-35,1,90,N,268,-44.0,268.0,keep,0.4,29.0,351.0,284,9,727,91,16,2013,Oct,Stem,Fail
FFF-2013J-334476,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-47.0,268.0,keep,1.0,69.6,0.0,391,11,1730,49,16,2013,Oct,Stem,Pass
FFF-2013J-335476,M,Wales,A Level or Equivalent,30-40%,0-35,1,90,N,268,-117.0,268.0,keep,1.0,87.6,0.0,615,12,3159,72,16,2013,Oct,Stem,Pass
FFF-2013J-335562,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,N,268,-59.0,268.0,keep,1.0,95.6,0.0,1193,14,4961,122,16,2013,Oct,Stem,Pass
FFF-2013J-335582,M,South East Region,A Level or Equivalent,90-100%,35-55,0,120,N,268,-32.0,268.0,keep,1.0,93.6,0.0,749,13,3262,112,16,2013,Oct,Stem,Distinction
FFF-2013J-335644,M,South West Region,HE Qualification,90-100%,35-55,0,120,N,268,-28.0,268.0,keep,1.0,71.4,0.0,1198,13,5935,112,16,2013,Oct,Stem,Fail
FFF-2013J-338536,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,60,N,268,-16.0,268.0,keep,1.0,78.2,0.0,305,11,1166,53,16,2013,Oct,Stem,Pass
FFF-2013J-338806,M,North Region,Lower Than A Level,70-80%,0-35,2,90,N,268,-32.0,268.0,keep,1.0,46.6,0.0,118,6,339,27,16,2013,Oct,Stem,Fail
FFF-2013J-338975,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,268,-99.0,268.0,keep,1.0,82.8,0.0,333,10,1407,56,16,2013,Oct,Stem,Pass
FFF-2013J-340647,F,South East Region,HE Qualification,80-90%,35-55,0,90,N,268,-23.0,268.0,keep,1.0,72.4,0.0,666,13,2814,103,16,2013,Oct,Stem,Pass
FFF-2013J-341096,M,South Region,Lower Than A Level,50-60%,35-55,0,120,N,268,-54.0,268.0,keep,1.0,51.8,0.0,826,10,3725,124,16,2013,Oct,Stem,Pass
FFF-2013J-341361,M,London Region,HE Qualification,10-20,35-55,1,60,N,268,-194.0,268.0,keep,1.0,62.8,0.0,1051,12,3599,144,16,2013,Oct,Stem,Pass
FFF-2013J-341470,F,South East Region,A Level or Equivalent,60-70%,35-55,0,120,N,268,-90.0,268.0,keep,1.0,74.0,0.0,845,13,4084,145,16,2013,Oct,Stem,Pass
FFF-2013J-342155,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,268,-38.0,268.0,keep,1.0,69.0,0.0,601,13,2376,97,16,2013,Oct,Stem,Pass
FFF-2013J-342953,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,268,-165.0,268.0,keep,1.0,86.6,0.0,288,8,768,40,16,2013,Oct,Stem,Pass
FFF-2013J-343419,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-103.0,268.0,keep,0.4,35.6,400.0,307,10,1055,50,16,2013,Oct,Stem,Fail
FFF-2013J-343658,M,Scotland,Lower Than A Level,90-100%,0-35,2,90,N,268,-31.0,268.0,keep,0.2,13.6,447.0,129,8,399,16,16,2013,Oct,Stem,Fail
FFF-2013J-343828,F,London Region,Lower Than A Level,50-60%,0-35,1,180,N,268,-29.0,268.0,keep,1.0,49.6,0.0,552,12,2794,66,16,2013,Oct,Stem,Pass
FFF-2013J-344787,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,268,-117.0,268.0,keep,0.8,53.4,96.0,782,14,3918,128,16,2013,Oct,Stem,Pass
FFF-2013J-347484,M,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,268,-95.0,268.0,keep,1.0,69.4,0.0,419,12,1219,87,16,2013,Oct,Stem,Pass
FFF-2013J-347809,F,Scotland,HE Qualification,10-20,0-35,0,60,N,268,-47.0,268.0,keep,1.0,85.0,0.0,918,13,3724,130,16,2013,Oct,Stem,Pass
FFF-2013J-348783,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-38.0,268.0,keep,1.0,89.2,0.0,617,13,2833,68,16,2013,Oct,Stem,Distinction
FFF-2013J-349676,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,268,-150.0,268.0,keep,1.0,76.8,0.0,1765,14,9711,185,16,2013,Oct,Stem,Pass
FFF-2013J-351170,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,268,-26.0,268.0,keep,1.0,51.6,0.0,218,10,1267,23,16,2013,Oct,Stem,Pass
FFF-2013J-351505,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,N,268,-37.0,268.0,keep,1.0,82.8,0.0,294,10,1105,49,16,2013,Oct,Stem,Pass
FFF-2013J-353790,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-19.0,268.0,keep,0.6,34.4,304.0,169,11,338,23,16,2013,Oct,Stem,Fail
FFF-2013J-354550,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,268,-92.0,268.0,keep,0.8,37.8,47.0,182,11,552,35,16,2013,Oct,Stem,Fail
FFF-2013J-355293,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,150,N,268,-54.0,228.0,keep,0.8,38.8,173.0,314,11,1228,53,16,2013,Oct,Stem,Withdrawn
FFF-2013J-355335,M,Ireland,Lower Than A Level,0-10%,35-55,2,90,N,268,-136.0,268.0,keep,1.0,73.4,0.0,504,12,1764,119,16,2013,Oct,Stem,Pass
FFF-2013J-357851,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,90,Y,268,-145.0,234.0,keep,0.8,70.2,173.0,478,11,2336,65,16,2013,Oct,Stem,Withdrawn
FFF-2013J-360747,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,75.4,0.0,438,13,1497,52,16,2013,Oct,Stem,Pass
FFF-2013J-360986,M,London Region,A Level or Equivalent,10-20,35-55,1,120,N,268,-23.0,268.0,keep,1.0,60.2,0.0,889,12,3984,93,16,2013,Oct,Stem,Pass
FFF-2013J-364790,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,268,-83.0,268.0,keep,1.0,90.8,0.0,776,12,4055,123,16,2013,Oct,Stem,Distinction
FFF-2013J-364974,M,North Region,Lower Than A Level,40-50%,35-55,1,180,N,268,-73.0,268.0,keep,1.0,65.0,0.0,1521,13,7672,215,16,2013,Oct,Stem,Pass
FFF-2013J-367605,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,268,-37.0,268.0,keep,1.0,63.0,0.0,370,11,1490,71,16,2013,Oct,Stem,Pass
FFF-2013J-368315,M,London Region,Lower Than A Level,30-40%,0-35,0,120,Y,268,-31.0,268.0,keep,1.0,84.6,0.0,2233,15,19177,183,16,2013,Oct,Stem,Pass
FFF-2013J-368935,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,268,-194.0,268.0,keep,1.0,46.4,0.0,395,11,1866,82,16,2013,Oct,Stem,Fail
FFF-2013J-369208,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,268,-142.0,268.0,keep,0.8,49.6,173.0,347,12,976,55,16,2013,Oct,Stem,Pass
FFF-2013J-371247,M,East Midlands Region,HE Qualification,80-90%,35-55,1,120,N,268,-28.0,268.0,keep,1.0,65.6,0.0,222,9,525,65,16,2013,Oct,Stem,Pass
FFF-2013J-371869,M,Wales,HE Qualification,50-60%,35-55,0,240,N,268,-51.0,268.0,keep,0.8,59.8,173.0,1606,11,8031,218,16,2013,Oct,Stem,Pass
FFF-2013J-372262,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,268,-88.0,268.0,keep,1.0,96.0,0.0,1684,15,6721,205,16,2013,Oct,Stem,Distinction
FFF-2013J-377705,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,N,268,-88.0,268.0,keep,0.8,68.6,173.0,807,13,3426,99,16,2013,Oct,Stem,Fail
FFF-2013J-379070,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,268,-28.0,268.0,keep,1.0,84.0,0.0,259,9,1170,38,16,2013,Oct,Stem,Distinction
FFF-2013J-379843,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,268,-64.0,268.0,keep,1.0,83.8,0.0,1063,14,4587,96,16,2013,Oct,Stem,Pass
FFF-2013J-380435,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,268,-158.0,268.0,keep,1.0,89.2,0.0,1049,14,4105,162,16,2013,Oct,Stem,Distinction
FFF-2013J-381058,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-135.0,268.0,keep,0.4,22.0,400.0,98,8,262,13,16,2013,Oct,Stem,Fail
FFF-2013J-381959,M,Wales,Lower Than A Level,80-90%,0-35,1,60,N,268,-95.0,268.0,keep,0.6,40.4,304.0,652,11,2645,79,16,2013,Oct,Stem,Fail
FFF-2013J-382156,M,Wales,Lower Than A Level,40-50%,0-35,1,60,N,268,-54.0,268.0,keep,0.4,28.4,400.0,129,9,447,27,16,2013,Oct,Stem,Fail
FFF-2013J-382738,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,268,-94.0,268.0,keep,1.0,59.6,0.0,153,8,555,25,16,2013,Oct,Stem,Pass
FFF-2013J-383517,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-25.0,268.0,keep,1.0,76.8,0.0,737,10,2806,129,16,2013,Oct,Stem,Pass
FFF-2013J-384227,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,268,-158.0,268.0,keep,0.8,54.4,173.0,413,10,1395,56,16,2013,Oct,Stem,Pass
FFF-2013J-385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,268,-149.0,268.0,keep,1.0,82.2,0.0,444,13,1723,92,16,2013,Oct,Stem,Pass
FFF-2013J-385195,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,268,-101.0,268.0,keep,1.0,71.4,0.0,485,13,2243,55,16,2013,Oct,Stem,Pass
FFF-2013J-385209,M,London Region,Lower Than A Level,30-40%,0-35,1,90,Y,268,-61.0,268.0,keep,1.0,44.8,0.0,289,9,1025,56,16,2013,Oct,Stem,Fail
FFF-2013J-385547,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,268,-27.0,268.0,keep,1.0,67.8,0.0,507,11,3108,72,16,2013,Oct,Stem,Pass
FFF-2013J-387507,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,268,-149.0,268.0,keep,1.0,85.0,0.0,968,14,3234,155,16,2013,Oct,Stem,Pass
FFF-2013J-388754,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,268,-192.0,268.0,keep,1.0,85.6,0.0,830,13,3344,100,16,2013,Oct,Stem,Distinction
FFF-2013J-389208,M,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,268,-38.0,268.0,keep,0.8,55.8,131.0,643,12,3572,81,16,2013,Oct,Stem,Pass
FFF-2013J-391187,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,268,-38.0,268.0,keep,0.8,55.8,173.0,199,9,463,45,16,2013,Oct,Stem,Pass
FFF-2013J-392210,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,268,-89.0,268.0,keep,0.2,16.8,447.0,66,10,134,9,16,2013,Oct,Stem,Fail
FFF-2013J-392427,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-49.0,268.0,keep,1.0,43.0,0.0,203,10,604,36,16,2013,Oct,Stem,Fail
FFF-2013J-393526,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,268,-66.0,268.0,keep,1.0,89.0,0.0,1298,14,4257,145,16,2013,Oct,Stem,Distinction
FFF-2013J-393827,F,London Region,A Level or Equivalent,30-40%,0-35,1,150,N,268,-42.0,268.0,keep,0.8,48.8,173.0,111,6,310,37,16,2013,Oct,Stem,Pass
FFF-2013J-394239,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,268,-44.0,268.0,keep,1.0,60.0,0.0,295,10,885,47,16,2013,Oct,Stem,Pass
FFF-2013J-395696,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-28.0,268.0,keep,1.0,59.0,0.0,316,11,923,35,16,2013,Oct,Stem,Pass
FFF-2013J-396502,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,268,-113.0,268.0,keep,0.8,44.8,131.0,105,9,281,17,16,2013,Oct,Stem,Pass
FFF-2013J-397292,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,268,-117.0,229.0,keep,0.2,10.0,447.0,57,7,165,7,16,2013,Oct,Stem,Withdrawn
FFF-2013J-397470,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,268,-155.0,268.0,keep,1.0,77.2,0.0,603,14,2797,77,16,2013,Oct,Stem,Pass
FFF-2013J-397506,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,268,-29.0,268.0,keep,1.0,84.6,0.0,1221,14,4340,189,16,2013,Oct,Stem,Pass
FFF-2013J-400145,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,N,268,-22.0,268.0,keep,0.8,69.4,96.0,224,7,902,35,16,2013,Oct,Stem,Pass
FFF-2013J-400266,M,London Region,A Level or Equivalent,20-30%,0-35,3,90,N,268,-45.0,268.0,keep,1.0,65.0,0.0,461,14,2098,61,16,2013,Oct,Stem,Pass
FFF-2013J-401824,M,Wales,Lower Than A Level,0-10%,0-35,2,60,N,268,-36.0,268.0,keep,0.4,24.4,400.0,95,10,453,14,16,2013,Oct,Stem,Fail
FFF-2013J-402458,F,Ireland,A Level or Equivalent,30-40%,0-35,1,60,N,268,-198.0,235.0,keep,0.8,50.2,131.0,397,12,1500,44,16,2013,Oct,Stem,Withdrawn
FFF-2013J-402662,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,268,-23.0,268.0,keep,1.0,74.2,0.0,358,10,1145,59,16,2013,Oct,Stem,Pass
FFF-2013J-404536,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,268,-31.0,268.0,keep,1.0,72.0,0.0,385,11,1317,77,16,2013,Oct,Stem,Pass
FFF-2013J-404631,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,87.6,0.0,1376,15,6504,157,16,2013,Oct,Stem,Pass
FFF-2013J-406254,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-184.0,268.0,keep,1.0,64.8,0.0,326,11,1009,49,16,2013,Oct,Stem,Pass
FFF-2013J-409040,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,90,N,268,-191.0,268.0,keep,1.0,45.6,0.0,257,8,1079,29,16,2013,Oct,Stem,Pass
FFF-2013J-410838,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,268,-75.0,268.0,keep,1.0,66.2,0.0,864,14,2975,134,16,2013,Oct,Stem,Pass
FFF-2013J-412697,M,North Region,A Level or Equivalent,80-90%,0-35,2,210,N,268,-26.0,268.0,keep,1.0,71.8,0.0,609,12,1899,72,16,2013,Oct,Stem,Pass
FFF-2013J-413747,M,Ireland,Lower Than A Level,90-100%,35-55,0,60,N,268,-75.0,268.0,keep,0.2,10.8,447.0,271,12,1095,34,16,2013,Oct,Stem,Fail
FFF-2013J-416304,M,East Anglian Region,HE Qualification,60-70%,0-35,0,120,N,268,-73.0,268.0,keep,1.0,76.6,0.0,676,13,2820,74,16,2013,Oct,Stem,Pass
FFF-2013J-417414,M,London Region,HE Qualification,30-40%,0-35,1,90,N,268,-30.0,268.0,keep,1.0,45.8,0.0,575,11,1983,109,16,2013,Oct,Stem,Pass
FFF-2013J-417663,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,268,-138.0,268.0,keep,0.8,77.4,173.0,405,9,1017,59,16,2013,Oct,Stem,Pass
FFF-2013J-418007,F,South Region,HE Qualification,90-100%,0-35,0,60,N,268,-32.0,268.0,keep,1.0,94.2,0.0,573,11,2090,97,16,2013,Oct,Stem,Distinction
FFF-2013J-418340,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,268,-51.0,268.0,keep,0.2,13.2,447.0,78,9,229,16,16,2013,Oct,Stem,Fail
FFF-2013J-419024,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,268,-29.0,268.0,keep,1.0,75.8,0.0,1102,14,5421,106,16,2013,Oct,Stem,Pass
FFF-2013J-419990,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-66.0,268.0,keep,1.0,74.8,0.0,676,13,3321,74,16,2013,Oct,Stem,Pass
FFF-2013J-422006,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,268,-67.0,268.0,keep,0.8,65.2,173.0,250,10,799,50,16,2013,Oct,Stem,Pass
FFF-2013J-424171,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,268,-121.0,268.0,keep,1.0,61.2,0.0,680,13,2619,117,16,2013,Oct,Stem,Pass
FFF-2013J-424437,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,268,-136.0,268.0,keep,1.0,85.4,0.0,1000,14,3451,94,16,2013,Oct,Stem,Pass
FFF-2013J-425218,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,268,-24.0,268.0,keep,0.8,49.6,173.0,290,10,1663,49,16,2013,Oct,Stem,Fail
FFF-2013J-427802,F,South East Region,A Level or Equivalent,40-50%,0-35,0,150,Y,268,-114.0,268.0,keep,1.0,54.8,0.0,796,12,3502,147,16,2013,Oct,Stem,Pass
FFF-2013J-428195,M,Wales,Lower Than A Level,70-80%,0-35,1,60,N,268,-43.0,268.0,keep,0.2,9.2,447.0,65,7,222,12,16,2013,Oct,Stem,Fail
FFF-2013J-432336,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,268,-45.0,268.0,keep,0.8,45.2,173.0,326,9,1505,41,16,2013,Oct,Stem,Fail
FFF-2013J-432592,M,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,268,-136.0,268.0,keep,1.0,90.0,0.0,1151,14,4856,147,16,2013,Oct,Stem,Distinction
FFF-2013J-432703,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-45.0,268.0,keep,1.0,55.8,0.0,258,9,856,29,16,2013,Oct,Stem,Pass
FFF-2013J-434617,M,Wales,Lower Than A Level,40-50%,0-35,1,120,N,268,-123.0,268.0,keep,0.6,37.4,304.0,163,9,542,22,16,2013,Oct,Stem,Fail
FFF-2013J-436044,M,North Region,A Level or Equivalent,30-40%,0-35,1,180,N,268,-61.0,268.0,keep,0.4,27.6,400.0,139,8,497,26,16,2013,Oct,Stem,Fail
FFF-2013J-438313,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,268,-29.0,268.0,keep,0.6,32.8,304.0,811,12,5632,82,16,2013,Oct,Stem,Fail
FFF-2013J-439203,F,Wales,Lower Than A Level,10-20,35-55,0,90,N,268,-89.0,268.0,keep,0.2,17.2,447.0,73,10,245,8,16,2013,Oct,Stem,Fail
FFF-2013J-441606,M,East Midlands Region,Lower Than A Level,10-20,0-35,2,120,N,268,-32.0,268.0,keep,1.0,60.8,0.0,742,13,2651,96,16,2013,Oct,Stem,Fail
FFF-2013J-443753,M,Scotland,HE Qualification,0-10%,35-55,1,60,N,268,-108.0,268.0,keep,0.2,2.0,447.0,15,5,29,4,16,2013,Oct,Stem,Fail
FFF-2013J-444266,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,268,-32.0,268.0,keep,1.0,68.4,0.0,399,13,1237,66,16,2013,Oct,Stem,Pass
FFF-2013J-444697,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,268,-36.0,268.0,keep,1.0,78.6,0.0,371,10,1632,87,16,2013,Oct,Stem,Pass
FFF-2013J-444856,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-73.0,268.0,keep,1.0,47.8,0.0,144,8,626,26,16,2013,Oct,Stem,Fail
FFF-2013J-445410,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-52.0,268.0,keep,1.0,63.6,0.0,134,10,355,26,16,2013,Oct,Stem,Pass
FFF-2013J-445776,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-136.0,268.0,keep,0.8,60.8,173.0,663,14,2381,88,16,2013,Oct,Stem,Pass
FFF-2013J-446628,M,North Western Region,Lower Than A Level,80-90%,0-35,0,90,N,268,-125.0,268.0,keep,1.0,86.6,0.0,361,11,1132,62,16,2013,Oct,Stem,Pass
FFF-2013J-447459,F,Wales,Lower Than A Level,70-80%,0-35,0,270,N,268,-1.0,268.0,keep,0.4,27.6,400.0,243,11,795,40,16,2013,Oct,Stem,Fail
FFF-2013J-464616,M,London Region,A Level or Equivalent,30-40%,0-35,1,90,N,268,-75.0,268.0,keep,1.0,49.0,0.0,100,7,396,25,16,2013,Oct,Stem,Pass
FFF-2013J-464981,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,268,-80.0,268.0,keep,1.0,93.0,0.0,968,14,4569,114,16,2013,Oct,Stem,Distinction
FFF-2013J-465893,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,268,-82.0,268.0,keep,1.0,91.6,0.0,815,13,2994,108,16,2013,Oct,Stem,Distinction
FFF-2013J-465900,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,268,-101.0,268.0,keep,1.0,80.2,0.0,409,13,1548,81,16,2013,Oct,Stem,Pass
FFF-2013J-466425,M,Ireland,HE Qualification,70-80%,0-35,0,150,N,268,-29.0,268.0,keep,1.0,71.4,0.0,287,9,672,72,16,2013,Oct,Stem,Fail
FFF-2013J-467504,M,Ireland,A Level or Equivalent,70-80%,35-55,0,120,N,268,-22.0,268.0,keep,1.0,73.2,0.0,832,11,2879,109,16,2013,Oct,Stem,Pass
FFF-2013J-467524,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,268,-157.0,268.0,keep,1.0,82.6,0.0,965,13,3978,123,16,2013,Oct,Stem,Pass
FFF-2013J-467901,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,268,-75.0,268.0,keep,0.4,28.8,400.0,178,10,382,34,16,2013,Oct,Stem,Fail
FFF-2013J-470001,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,268,-149.0,268.0,keep,1.0,91.2,0.0,1408,13,6955,168,16,2013,Oct,Stem,Distinction
FFF-2013J-470461,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,268,-38.0,268.0,keep,0.8,47.0,173.0,665,11,2827,80,16,2013,Oct,Stem,Fail
FFF-2013J-470870,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,268,-145.0,268.0,keep,0.8,54.8,173.0,242,9,613,36,16,2013,Oct,Stem,Fail
FFF-2013J-471973,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-57.0,268.0,keep,1.0,83.6,0.0,330,10,1083,44,16,2013,Oct,Stem,Pass
FFF-2013J-474126,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,268,-109.0,268.0,keep,1.0,86.2,0.0,591,15,2474,75,16,2013,Oct,Stem,Pass
FFF-2013J-474949,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-45.0,268.0,keep,1.0,66.6,0.0,627,13,2650,106,16,2013,Oct,Stem,Pass
FFF-2013J-475253,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,N,268,-32.0,268.0,keep,1.0,81.6,0.0,645,13,2103,106,16,2013,Oct,Stem,Pass
FFF-2013J-476520,M,South East Region,Lower Than A Level,30-40%,0-35,0,90,Y,268,-74.0,268.0,keep,1.0,74.6,0.0,269,10,1375,73,16,2013,Oct,Stem,Pass
FFF-2013J-478332,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,268,-46.0,268.0,keep,1.0,65.8,0.0,636,11,2095,107,16,2013,Oct,Stem,Pass
FFF-2013J-478583,F,London Region,A Level or Equivalent,20-30%,0-35,0,70,N,268,-25.0,268.0,keep,0.4,23.6,400.0,159,10,530,21,16,2013,Oct,Stem,Fail
FFF-2013J-479828,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,2,150,N,268,-117.0,268.0,keep,1.0,46.8,0.0,482,9,3038,72,16,2013,Oct,Stem,Pass
FFF-2013J-479845,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,268,-149.0,268.0,keep,1.0,80.0,0.0,541,14,2770,84,16,2013,Oct,Stem,Pass
FFF-2013J-480025,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-31.0,268.0,keep,0.8,46.0,173.0,112,8,317,24,16,2013,Oct,Stem,Fail
FFF-2013J-481314,M,London Region,A Level or Equivalent,30-40%,0-35,1,90,N,268,-85.0,268.0,keep,1.0,71.0,0.0,1167,14,5560,169,16,2013,Oct,Stem,Pass
FFF-2013J-483724,M,Wales,A Level or Equivalent,10-20,0-35,1,60,N,268,-52.0,268.0,keep,0.4,23.6,400.0,251,11,1337,45,16,2013,Oct,Stem,Fail
FFF-2013J-484125,M,Ireland,Lower Than A Level,10-20,0-35,1,120,N,268,-90.0,268.0,keep,0.4,23.2,400.0,290,10,1272,33,16,2013,Oct,Stem,Fail
FFF-2013J-484312,M,London Region,A Level or Equivalent,0-10%,0-35,1,90,N,268,-32.0,268.0,keep,0.4,22.4,400.0,23,5,72,4,16,2013,Oct,Stem,Fail
FFF-2013J-484574,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,268,-108.0,268.0,keep,0.8,46.4,173.0,559,11,2799,78,16,2013,Oct,Stem,Fail
FFF-2013J-485885,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,268,-86.0,268.0,keep,1.0,87.0,0.0,641,13,2704,118,16,2013,Oct,Stem,Pass
FFF-2013J-486511,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,268,-52.0,268.0,keep,1.0,59.8,0.0,672,14,2266,83,16,2013,Oct,Stem,Pass
FFF-2013J-486551,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-103.0,268.0,keep,1.0,47.0,0.0,207,9,877,29,16,2013,Oct,Stem,Pass
FFF-2013J-488324,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,268,-38.0,268.0,keep,0.2,10.4,447.0,79,7,237,16,16,2013,Oct,Stem,Fail
FFF-2013J-488394,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,268,-144.0,268.0,keep,1.0,81.4,0.0,1665,14,8081,151,16,2013,Oct,Stem,Pass
FFF-2013J-489087,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,268,-73.0,268.0,keep,1.0,81.6,0.0,1610,13,6244,189,16,2013,Oct,Stem,Pass
FFF-2013J-489146,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,268,-106.0,268.0,keep,0.4,30.0,400.0,296,11,1125,57,16,2013,Oct,Stem,Fail
FFF-2013J-489560,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,268,-60.0,268.0,keep,1.0,67.6,0.0,378,11,1469,67,16,2013,Oct,Stem,Pass
FFF-2013J-490449,M,West Midlands Region,No Formal quals,30-40%,0-35,0,60,N,268,-43.0,268.0,keep,0.8,63.0,173.0,266,11,1290,47,16,2013,Oct,Stem,Pass
FFF-2013J-490505,M,South Region,HE Qualification,90-100%,35-55,0,100,N,268,-31.0,268.0,keep,1.0,88.8,0.0,1200,14,5794,146,16,2013,Oct,Stem,Distinction
